80   499.54175279993274
23   -109.69587496380746
46   185.98717922376233
6   -46.30306154330094
54   307.81733833087486
22   -170.81085328388457
60   341.75800154489
76   550.5526394181824
4   -303.0
77   654.6722578291934
6   -304.30306154330094
90   773.8149682454624
83   394.16598706897685
5   -14.819660112501055
65   415.0467536394058
65   180.04675363940578
24   -56.42449234640745
72   475.9402589451771
77   450.6722578291934
21   -283.76591040592734
27   -81.70388458692094
53   252.84582413186746
78   599.877347573572
40   143.98221281347034
89   463.62432075303775
24   -149.42449234640745
70   423.66201857385283
43   -43.030143455013956
86   520.5311906126306
73   326.7122734081797
83   639.1659870689768
53   238.84582413186746
42   -117.80889066686984
82   714.5415813272682
21   -115.76591040592736
68   470.7423650840018
47   77.21576621884907
61   470.42523023030594
94   539.3638131942698
47   167.21576621884907
48   40.55375505322445
70   240.66201857385283
73   617.7122734081797
37   149.06221362103412
62   357.18848818873226
72   408.9402589451771
57   182.34056281043274
7   -21.479740822547853
59   376.18759912424787
36   128.0
57   420.34056281043274
7   -86.47974082254785
3   -300.80384757729337
31   81.60069524773067
58   118.71484014010667
3   -24.803847577293368
77   657.6722578291934
96   627.6040612287404
27   -122.70388458692094
20   -243.5572809000084
35   -175.93720759151344
68   337.7423650840018
36   194.0
57   36.34056281043274
84   617.8727167525811
45   253.8691769624716
83   442.16598706897685
30   22.316767251549834
53   112.84582413186746
75   520.519052838329
7   -189.47974082254785
68   190.7423650840018
92   844.4330002895404
30   -18.683232748450166
75   647.519052838329
48   51.55375505322445
25   -45.0
90   775.8149682454624
73   402.7122734081797
37   -65.93778637896588
3   -291.80384757729337
10   -203.3772233983162
23   -22.695874963807455
80   577.5417527999327
32   -67.98066401624382
7   -172.47974082254785
28   42.16207341961706
16   -166.0
67   222.41863571545412
8   -208.37258300203047
89   642.6243207530378
57   372.34056281043274
12   12.569219381653056
78   418.877347573572
19   -27.180920072727204
53   173.84582413186746
2   -20.171572875253815
7   -314.47974082254785
46   273.9871792237623
1   -10.0
78   684.877347573572
52   55.9773326482549
52   131.9773326482549
31   -73.39930475226933
14   -263.6167965851648
13   -19.127833418968123
70   203.66201857385283
25   -192.0
8   -105.37258300203047
65   139.04675363940578
25   26.0
69   564.1570465413472
54   46.81733833087486
37   -116.93778637896588
27   51.296115413079065
16   -163.0
38   -84.7522678871789
70   398.66201857385283
71   280.2566338955214
79   508.1673589679315
39   153.55492193753753
94   868.3638131942698
63   419.0469977912076
34   -39.74763557525978
26   -125.4254926465876
99   896.0375627355537
79   700.1673589679315
72   578.9402589451771
47   306.21576621884907
49   -52.0
56   313.06562731868144
33   -178.42943266424504
18   -236.63246763185288
76   614.5526394181824
27   -35.703884586920935
82   602.5415813272682
66   483.1865347059734
99   862.0375627355537
44   -27.137018448724803
55   51.890916790261485
25   86.0
27   -179.70388458692094
43   176.96985654498604
11   -58.5171273060906
50   249.55339059327378
8   -162.37258300203047
68   449.7423650840018
100   861.0
77   530.6722578291934
94   838.3638131942698
64   350.0
69   388.1570465413472
6   -204.30306154330094
70   230.66201857385283
29   -226.83022059309937
89   766.6243207530378
25   78.0
24   73.57550765359255
14   14.38320341483518
23   50.304125036192545
81   351.0
36   21.0
39   132.55492193753753
100   660.0
24   -51.42449234640745
9   -97.0
9   -266.0
96   749.6040612287404
65   170.04675363940578
63   109.04699779120762
3   -155.80384757729337
26   -202.4254926465876
35   80.06279240848656
58   301.7148401401067
86   734.5311906126306
25   -62.0
98   772.1505037879432
33   -97.42943266424504
95   525.9454627568516
35   115.06279240848656
89   533.6243207530378
44   158.8629815512752
66   141.18653470597337
64   313.0
15   -181.90524980688875
86   555.5311906126306
66   367.1865347059734
90   650.8149682454624
15   -185.90524980688875
1   -321.0
10   -191.3772233983162
43   33.969856544986044
47   112.21576621884907
87   685.4819776187269
97   575.3392067742221
12   -144.43078061834694
24   -198.42449234640745
7   -160.47974082254785
51   -12.787150144314637
76   316.55263941818237
1   -206.0
46   121.98717922376233
39   -91.44507806246247
47   181.21576621884907
9   -311.0
98   707.1505037879432
93   864.8595207723448
70   263.66201857385283
35   91.06279240848656
90   575.8149682454624
35   194.06279240848656
2   -94.17157287525382
78   356.877347573572
42   107.19110933313016
78   677.877347573572
7   -132.47974082254785
18   -184.63246763185288
70   352.66201857385283
88   817.5131737289236
71   271.2566338955214
16   -316.0
7   -158.47974082254785
12   -237.43078061834694
30   -120.68323274845017
10   -71.3772233983162
40   135.98221281347034
34   -175.74763557525978
15   -96.90524980688875
74   312.57206976115435
37   94.06221362103412
64   464.0
89   732.6243207530378
63   416.0469977912076
97   585.3392067742221
89   577.6243207530378
66   469.1865347059734
57   104.34056281043274
52   90.9773326482549
14   -11.61679658516482
92   559.4330002895404
6   -116.30306154330094
6   -356.30306154330094
9   -295.0
77   312.6722578291934
12   -125.43078061834694
100   949.0
90   696.8149682454624
56   110.06562731868144
48   256.55375505322445
6   -300.30306154330094
88   782.5131737289236
89   831.6243207530378
29   -189.83022059309937
3   -19.803847577293368
91   634.0846732894205
63   415.0469977912076
72   275.9402589451771
94   818.3638131942698
40   109.98221281347034
51   318.21284985568536
35   123.06279240848656
70   577.6620185738528
4   -381.0
66   340.1865347059734
1   -190.0
29   -121.83022059309937
9   -320.0
6   -239.30306154330094
8   -214.37258300203047
32   -75.98066401624382
75   490.519052838329
5   -107.81966011250105
2   -254.17157287525382
90   705.8149682454624
43   -99.03014345501396
24   -57.42449234640745
56   261.06562731868144
99   891.0375627355537
92   573.4330002895404
38   -86.7522678871789
63   472.0469977912076
74   303.57206976115435
67   197.41863571545412
7   -131.47974082254785
68   463.7423650840018
51   304.21284985568536
64   360.0
49   231.0
70   441.66201857385283
76   411.55263941818237
22   -158.81085328388457
54   29.81733833087486
60   158.75800154489002
81   434.0
93   781.8595207723448
20   -214.5572809000084
100   948.0
55   98.89091679026149
18   -108.63246763185286
23   -226.69587496380746
53   278.84582413186746
40   240.98221281347034
17   -252.90720436449976
70   312.66201857385283
36   -18.0
50   282.5533905932738
93   864.8595207723448
3   -220.80384757729337
45   72.86917696247161
14   34.38320341483518
29   155.16977940690063
37   126.06221362103412
5   -245.81966011250105
80   320.54175279993274
19   -275.1809200727272
77   550.6722578291934
80   543.5417527999327
5   -156.81966011250105
82   533.5415813272682
84   437.87271675258114
81   664.0
67   305.4186357154541
7   -169.47974082254785
97   693.3392067742221
42   88.19110933313016
44   188.8629815512752
3   -176.80384757729337
38   -137.7522678871789
10   -352.37722339831623
93   792.8595207723448
2   -336.1715728752538
14   -166.61679658516482
35   -37.93720759151344
33   176.57056733575496
70   299.66201857385283
12   -124.43078061834694
98   855.1505037879432
31   110.60069524773067
66   277.1865347059734
